مرحبًا.	Hi.
أحدهم سرق محفظتي.	Someone stole my wallet.
بعض الأحيان يكون لدي شكوك.	Sometimes I have doubts.
ألقِ نظرةً على هذه الخريطة.	Take a look at this map.
شعر ذاك الولد أسود.	That boy has black hair.
ذلك المصنع ينتج الألعاب.	That factory makes toys.
لهذا السبب جئت الى هنا.	That is why I came here.
هذهِ فكرة رائعة.	That's a brilliant idea.
إن ذلك بالطبع صحيح.	That's absolutely right.
لذلك قد فصلنا توم.	That's why we fired Tom.
عاد السفير.	The ambassador returned.
الصندوق فارغ تقريبا	The box is almost empty.
ظل الولد ساكناً.	The boy remained silent.
بقِيَ الولد هادئاً.	The boy remained silent.
هذه القلعة جميلة.	The castle is beautiful.
القلعة جميلة.	The castle is beautiful.
القلعة خلابة.	The castle is beautiful.
لحِق الكلب ثعلبًا.	The dog ran after a fox.
كان الباب مفتوحاً.	The front door was open.
لم تنته اللعبة بعد.	The game isn't over yet.
يحتاج العشب إلى التشذيب.	The grass needs cutting.
العشب بحاجة إلى التجديب.	The grass needs cutting.
المستشفى مزدحم.	The hospital is crowded.
هبطت الطائرة في طوكيو.	The jet landed at Tokyo.
كان الهبوط متقنا.	The landing was perfect.
يأكل الأسد اللحم.	The lion is eating meat.
الشرطة تبحث عنّي.	The police are after me.
المرحاض معطّل.	The toilet doesn't work.
هناك شوكة ناقصة.	There is a fork missing.
ينقص شوكة.	There is a fork missing.
هناك صفحة ناقصة.	There is a page missing.
ليس هناك مكان للاختباء.	There's nowhere to hide.
هذه القارورات فارغة.	These bottles are empty.
ما زالوا صغارًا.	They are still children.
كان لديهما ولد واحد.	They had only one child.
رزقوا بولد وحيد.	They had only one child.
لَقَد وَصَلوا إلى هَدَفَهُم.	They reached their goal.
هم يحتاجون المزيد من المساعدة.	They require extra help.
يبيعون السمك واللحم.	They sell fish and meat.
فكر في مستقبلك!	Think about your future.
هذا الشاطيء جميل.	This beach is beautiful.
هذا الخبز لذيذ.	This bread is delicious.
هذا الأمر لا يعنيني.	This doesn't concern me.
هذا سؤال جيد.	This is a good question.
هذا كتاب جيد.	This is a good textbook.
هذا سَهلٌ جِداً لي	This is too easy for me.
هذا يفي بالغرض.	This serves the purpose.
هذه قصّة عن توم.	This story is about Tom.
هذا الماء لذيذ.	This water is delicious.
أقنعني توم تقريباً	Tom almost convinced me.
توم دائما ما يفاجئني.	Tom always surprises me.
كان توم و ماري محقّان.	Tom and Mary were right.
وصل توم حوالي 2:30.	Tom arrived around 2:30.
طلب توم من ماري القيادة.	Tom asked Mary to drive.
أكل توم شطيرة ماري.	Tom ate Mary's sandwich.
ارتكب توم خطأ" ما.	Tom did something wrong.
توم لا يحب الجبنة.	Tom doesn't like cheese.
توم لا يحب أكل الجبن.	Tom doesn't like cheese.
خرج توم من التاكسي.	Tom got out of the taxi.
اختبأ توم تحت الطاولة.	Tom hid under the table.
توم هو أستاذ ماري.	Tom is Mary's professor.
توم مدرس فرنسية.	Tom is a French teacher.
توم صديق لي.	Tom is a friend of mine.
توم مرهق بوضوح	Tom is clearly worn out.
توم شاب و أعزب	Tom is young and single.
توم ليس صديق ماريا	Tom isn't Mary's friend.
توم ليس بمغنٍّ جيّد.	Tom isn't a good singer.
لم يعد توم طفلا بعد الآن.	Tom isn't a kid anymore.
توم ليس غبيا على الاطلاق	Tom isn't at all stupid.
توم ليس نَفسَهُ اليوم.	Tom isn't himself today.
علم توم أنني لست سعيدا	Tom knew I wasn't happy.
يعرف توم أنك تعرف	Tom knows that you know.
كان توم يحب لعب الشطرنج	Tom liked to play chess.
توم يحب شطائر الجبنة.	Tom likes cheeseburgers.
توم يحب التشيزبرقر.	Tom likes cheeseburgers.
توم يحب لعب الشطرنج	Tom likes playing chess.
قد لا يحب توم ذلك.	Tom might not like that.
توم يحتاج الى محامٍ جيد.	Tom needs a good lawyer.
قال توم بأنه لم يرى شيئا.	Tom said he saw nothing.
نام توم في المكتب	Tom slept at the office.
بقي توم في البيت طوال اليوم.	Tom stayed home all day.
يفكّر توم بنفس الطريقة.	Tom thinks the same way.
رتّب سامي لحفلة كبيرة.	Tom threw a large party.
فتح سامر صمام المياه.	Tom turned on the water.
كان توم في بيت ماري.	Tom was at Mary's house.
أُطلق على توم فقُتل.	Tom was shot and killed.
لم يكن توم جيد بالمباره	Tom wasn't good at math.
توم يعمل في مستشفى	Tom works at a hospital.
توم يعمل في مستشفى	Tom works in a hospital.
توم مذعور قليلا.	Tom's a bit freaked out.
توم، ماذا تفعل؟	Tom, what are you doing?
غدا عطلتك.	Tomorrow's your day off.
أقفل المرشّات.	Turn off the sprinklers.
الحرب هو شيءٌ فظيع.	War is a terrible thing.
الماء به صفر سعرات حرارية.	Water has zero calories.
الماء مهم جدا.	Water is very important.
نُقَدِّر مساعدتك.	We appreciate your help.
لن نخسر.	We aren't going to lose.
نستطيع ان نرتاح بعد الغداء.	We can rest after lunch.
لم تبقَ ليدينا كريمة.	We don't have any cream.
لا نحتاج مساعدتك.	We don't need your help.
لسنا بحاجة لمساعدتك.	We don't need your help.
لم نلتق منذ وقت طويل.	We haven't met for ages.
لم نلتق منذ مدة.	We haven't met for ages.
نسمع شخصًا يصرخ.	We heard somebody shout.
يجب أن نبقى منتبهين.	We need to stay focused.
ما زال لدينا الكثير من الوقت.	We still have more time.
سنفتقد توم.	We're going to miss Tom.
سنذهب إلى الحديقة.	We're going to the park.
يا له من تصميمٍ جميل !	What a beautiful design!
ما أجمل هذه الحديقة.	What a beautiful garden!
يا لها من حديقة جميلة.	What a beautiful garden!
يا لها من فتاة جميلة!	What a cute little girl!
يا له من خطأ فادح!	What a terrible mistake!
ماذا تفعل يا أبي؟	What are you doing, Dad?
إلامَ تنظر؟	What are you looking at?
إلى ماذا تنظر؟	What are you looking at?
بماذا تحدّق؟	What are you staring at?
عن ماذا تحدّثت؟	What did you talk about?
ما الذي تحدّثت عنه؟	What did you talk about?
ما الذي أردت فعله؟	What did you want to do?
ماذا تحب أن تأكل؟	What do you like to eat?
ماذا تريد أن تأكل؟	What do you want to eat?
ما الذي يراهُ فيها؟	What does he see in her?
ماذا حصل الأسبوع الماضي؟	What happened last week?
ما جنسيته؟	What is his nationality?
ما الذي جعلك تأتي إلى هنا؟	What made you come here?
ما الذي جاء بك إلى هنا؟	What made you come here?
متى تستيقظ؟	What time do you get up?
كم الساعة على أي حال؟	What time is it, anyway?
في أي عام ولدت؟	What year were you born?
ما اسم طبيبي؟	What's my doctor's name?
ما اسم هذا الطائر؟	What's that bird called?
ماذا يسمى هذا الطائر؟	What's that bird called?
ما هذا الصّوت الغريب؟	What's that funny sound?
ما معدل البريد الجوي؟	What's the airmail rate?
متى تلعب التنس؟	When do you play tennis?
متى يفتح المصرف؟	When does the bank open?
متى ستعود إلى البيت؟	When will you come home?
متى سترجع إلى المنزل؟	When will you come home?
أين زوارق النجاة؟	Where are the lifeboats?
أين يمكنني أن أجد سيارة أجرة؟	Where can I find a taxi?
أين تتناول الغذاء؟	Where do you have lunch?
أين هو الفرق؟	Where is the difference?
أين معجون الأسنان؟	Where is the toothpaste?
أين غرفة الطعام؟	Where's the dining room?
من تنتظر؟	Who are you waiting for?
لم أنت مضطرب كل هذا الشيء؟	Why are you so agitated?
لماذا إستغرقَ هذا وقتاً طويلاً؟	Why did it take so long?
لماذا تحتاج سكينا؟	Why do you need a knife?
لم لا تريد هذا؟	Why don't you want this?
لم لا نفعل ذلك؟	Why wouldn't we do that?
لم لا نقوم بذلك؟	Why wouldn't we do that?
اِكتب عنوانك هنا.	Write your address here.
اكتب عنوانك هنا.	Write your address here.
اكتب اسمك كاملاً	Write your name in full.
أنت دائما تقول لي ذلك.	You always tell me that.
أنت مشتر جيد.	You are a good customer.
أنت لاعب كرة مضرب.	You are a tennis player.
طولُك مثل طولي.	You are as tall as I am.
إنك تبلي حسناً.	You are doing very well.
أنت تقوم بعمل جيد.	You are doing very well.
أنت في مكان آمن.	You are in a safe place.
أنت موهوبٌ حقاً.	You are really talented.
بإمكانك وضعها في أي مكان.	You can put it anywhere.
بإمكانك البقاء لتناول العشاء.	You can stay for dinner.
تستطيع السباحة، أليس كذلك؟	You can swim, can't you?
لا يمكنك شراء السعادة.	You can't buy happiness.
لا يمكنك السباحة، صحيح؟	You can't swim, can you?
لا يمكنك أن تسبح، أليس كذلك؟	You can't swim, can you?
ليس عليك أن تدرس.	You don't have to study.
إنك لا تعرف من أكون.	You don't know who I am.
إنك لا تدخن، صحيح؟	You don't smoke, do you?
لقد تركت أنوارك مفتوحة.	You left your lights on.
انت تبدو سائحاً.	You look like a tourist.
عليك أن تكون مهذباً أكثر.	You must be more polite.
يجب عليك فعل ذلك بنفسك.	You must do it yourself.
يجب أن تواجه الحقائق.	You must face the facts.
عليك أن تدفع مقدماً.	You must pay in advance.
يجب أن تكون خجِلًا.	You ought to be ashamed.
لا فائدة من المحاولة معك حقاً.	You really are hopeless.
عليك إصلاح ربطة عنقك.	You should fix your tie.
كان عليك فعل ذلك.	You should have done so.
عليك ألا تذهب إلى هناك.	You should not go there.
عليك أن تقلع عن التدخين.	You should quit smoking.
عليك أن تدرس بجهد أكثر من ذلك.	You should study harder.
ما زالت لديك فرصة.	You still have a chance.
لقد فاجأت الجميع.	You surprised everybody.
